,lon,lat,temp,hpa,wet,speed,dir,mm,height,t_time,pm25,pm25_24,pm10,pm10_24,aqi,time
257,116.28333329999998,39.98333333,21.5,1006.8,13.0,2.7,219.0,0.0,45.8,544.0,16.0,16.0,30.0,36.0,36.0,16.0
258,115.96666670000002,40.45,18.9,954.9,10.0,4.6,120.0,0.0,487.9,544.0,12.0,17.0,57.0,47.0,47.0,16.0
259,116.86666670000001,40.38333333,21.6,1003.7,12.0,2.4,172.0,0.0,71.8,544.0,7.0,16.0,54.0,44.0,45.0,16.0
260,116.63333329999999,40.36666667,21.7,1003.2,9.0,4.0,247.0,0.0,75.7,544.0,14.0,14.0,30.0,40.0,41.0,16.0
261,117.11666670000001,40.65,20.5,977.3,10.0,6.4,225.0,0.0,293.3,544.0,5.0,7.0,44.0,40.0,41.0,16.0
262,117.11666670000001,40.16666667,21.1,1009.1,12.0,2.8,211.0,0.0,32.1,544.0,15.0,14.0,56.0,52.0,51.0,16.0
263,116.75,39.85,20.5,1010.5,14.0,4.2,207.0,0.0,19.8,544.0,20.0,12.0,64.0,48.0,48.0,16.0
264,116.5,39.95,21.2,1008.5,14.0,2.1,198.0,0.0,35.3,544.0,23.0,27.0,51.0,39.0,40.0,16.0
265,116.21666670000002,40.21666667,21.6,1003.1,11.0,2.2,183.0,0.0,76.2,544.0,43.0,17.0,310.0,42.0,42.0,16.0
266,116.1,39.93333333,20.0,1000.8,11.0,6.6,221.0,0.0,98.0,544.0,14.0,16.0,73.0,63.0,57.0,16.0
267,116.46666670000002,39.8,21.2,1009.1,11.0,3.9,220.0,0.0,31.3,544.0,8.0,11.0,53.0,52.0,51.0,16.0
268,116.2,39.95,21.3,1005.0,13.0,3.0,230.0,0.0,63.0,544.0,24.0,15.0,82.0,64.0,57.0,16.0
269,116.25,39.86666667,21.5,1006.3,13.0,4.2,201.0,0.0,55.2,544.0,16.0,16.0,74.0,61.0,56.0,16.0
270,116.35,39.71666667,20.7,1008.5,10.0,2.8,178.0,0.0,37.5,544.0,21.0,27.0,66.0,60.0,55.0,16.0
271,116.2,39.76666667,20.2,1007.2,12.0,4.4,199.0,0.0,48.9,544.0,22.0,25.0,41.0,48.0,48.0,16.0
272,116.61666670000001,40.13333333,21.2,1008.9,11.0,3.6,177.0,0.0,28.6,545.0,13.0,13.0,60.0,40.0,40.0,17.0
273,116.28333329999998,39.98333333,20.6,1006.7,15.0,3.4,226.0,0.0,45.8,545.0,22.0,16.0,37.0,36.0,36.0,17.0
274,115.96666670000002,40.45,17.8,954.7,11.0,5.3,118.0,0.0,487.9,545.0,23.0,18.0,61.0,48.0,49.0,17.0
275,116.86666670000001,40.38333333,21.0,1003.8,12.0,2.2,198.0,0.0,71.8,545.0,9.0,15.0,76.0,46.0,46.0,17.0
276,116.63333329999999,40.36666667,21.4,1003.1,10.0,1.8,218.0,0.0,75.7,545.0,18.0,13.0,37.0,39.0,39.0,17.0
277,117.11666670000001,40.65,19.3,977.5,11.0,7.9,216.0,0.0,293.3,545.0,13.0,7.0,63.0,41.0,42.0,17.0
278,117.11666670000001,40.16666667,20.5,1009.1,14.0,4.0,191.0,0.0,32.1,545.0,19.0,14.0,68.0,52.0,51.0,17.0
279,116.75,39.85,20.3,1010.4,13.0,3.6,162.0,0.0,19.8,545.0,21.0,12.0,63.0,45.0,45.0,17.0
280,116.5,39.95,20.4,1008.5,13.0,3.6,204.0,0.0,35.3,545.0,30.0,27.0,58.0,39.0,40.0,17.0
281,116.21666670000002,40.21666667,20.9,1003.0,11.0,5.5,173.0,0.0,76.2,545.0,25.0,17.0,157.0,46.0,47.0,17.0
282,116.1,39.93333333,19.6,1000.7,12.0,3.8,215.0,0.0,98.0,545.0,20.0,17.0,86.0,65.0,58.0,17.0
283,116.46666670000002,39.8,20.8,1008.8,11.0,3.1,175.0,0.0,31.3,545.0,13.0,11.0,63.0,51.0,51.0,17.0
284,116.2,39.95,19.9,1004.9,13.0,5.6,197.0,0.0,63.0,545.0,26.0,15.0,114.0,65.0,58.0,17.0
285,116.25,39.86666667,20.4,1006.2,13.0,3.2,217.0,0.0,55.2,545.0,24.0,17.0,95.0,62.0,56.0,17.0
286,116.35,39.71666667,20.6,1008.3,10.0,4.1,182.0,0.0,37.5,545.0,24.0,27.0,70.0,61.0,56.0,17.0
287,116.2,39.76666667,19.8,1007.1,11.0,4.4,203.0,0.0,48.9,545.0,22.0,24.0,35.0,47.0,48.0,17.0
288,116.61666670000001,40.13333333,20.0,1009.0,12.0,3.6,193.0,0.0,28.6,546.0,28.0,13.0,77.0,41.0,41.0,18.0
289,116.28333329999998,39.98333333,19.0,1006.7,15.0,2.3,239.0,0.0,45.8,546.0,24.0,17.0,32.0,36.0,36.0,18.0
290,115.96666670000002,40.45,17.1,955.0,12.0,3.3,134.0,0.0,487.9,546.0,19.0,18.0,71.0,50.0,51.0,18.0
291,116.86666670000001,40.38333333,19.6,1003.9,15.0,2.6,199.0,0.0,71.8,546.0,33.0,16.0,85.0,48.0,49.0,18.0
292,116.63333329999999,40.36666667,20.0,1003.3,13.0,3.2,216.0,0.0,75.7,546.0,28.0,14.0,87.0,40.0,41.0,18.0
293,117.11666670000001,40.65,18.2,977.8,13.0,6.1,221.0,0.0,293.3,546.0,27.0,8.0,61.0,42.0,43.0,18.0
294,117.11666670000001,40.16666667,19.5,1009.2,15.0,2.9,214.0,0.0,32.1,546.0,16.0,15.0,73.0,52.0,51.0,18.0
295,116.75,39.85,19.7,1010.2,14.0,3.2,182.0,0.0,19.8,546.0,16.0,12.0,20.0,42.0,43.0,18.0
296,116.5,39.95,19.9,1008.3,13.0,2.1,216.0,0.0,35.3,546.0,36.0,27.0,51.0,40.0,40.0,18.0
297,116.21666670000002,40.21666667,19.7,1003.2,14.0,3.2,153.0,0.0,76.2,546.0,30.0,17.0,126.0,50.0,51.0,18.0
298,116.1,39.93333333,18.9,1000.7,13.0,4.6,231.0,0.0,98.0,546.0,30.0,17.0,80.0,66.0,58.0,18.0
299,116.46666670000002,39.8,20.3,1008.7,11.0,2.9,234.0,0.0,31.3,546.0,15.0,11.0,61.0,51.0,51.0,18.0
300,116.2,39.95,19.2,1004.8,13.0,4.2,200.0,0.0,63.0,546.0,25.0,16.0,107.0,67.0,59.0,18.0
301,116.25,39.86666667,19.8,1006.0,14.0,1.9,209.0,0.0,55.2,546.0,31.0,18.0,71.0,62.0,56.0,18.0
302,116.35,39.71666667,20.2,1008.1,11.0,1.7,218.0,0.0,37.5,546.0,26.0,27.0,64.0,62.0,57.0,18.0
303,116.2,39.76666667,19.1,1006.9,13.0,4.3,216.0,0.0,48.9,546.0,16.0,23.0,46.0,48.0,48.0,18.0
304,116.61666670000001,40.13333333,18.7,1009.3,14.0,1.5,161.0,0.0,28.6,547.0,26.0,13.0,58.0,41.0,41.0,19.0
305,116.28333329999998,39.98333333,18.2,1007.0,16.0,1.9,225.0,0.0,45.8,547.0,23.0,17.0,38.0,36.0,36.0,19.0
306,115.96666670000002,40.45,15.6,955.2,14.0,2.0,135.0,0.0,487.9,547.0,30.0,19.0,64.0,51.0,51.0,19.0
307,116.86666670000001,40.38333333,17.8,1004.3,19.0,1.4,152.0,0.0,71.8,547.0,29.0,17.0,81.0,50.0,51.0,19.0
308,116.63333329999999,40.36666667,18.6,1003.6,15.0,1.9,219.0,0.0,75.7,547.0,31.0,15.0,81.0,43.0,44.0,19.0
309,117.11666670000001,40.65,16.3,978.1,16.0,4.8,219.0,0.0,293.3,547.0,23.0,9.0,90.0,46.0,46.0,19.0
310,117.11666670000001,40.16666667,18.0,1009.5,17.0,1.0,119.0,0.0,32.1,547.0,18.0,15.0,63.0,53.0,52.0,19.0
311,116.75,39.85,17.7,1010.6,21.0,2.4,130.0,0.0,19.8,547.0,11.0,12.0,47.0,42.0,43.0,19.0
312,116.5,39.95,19.2,1008.6,14.0,1.9,223.0,0.0,35.3,547.0,32.0,27.0,59.0,40.0,41.0,19.0
313,116.21666670000002,40.21666667,18.8,1003.4,14.0,2.7,162.0,0.0,76.2,547.0,33.0,18.0,105.0,53.0,52.0,19.0
314,116.1,39.93333333,18.2,1001.0,13.0,3.6,183.0,0.0,98.0,547.0,31.0,18.0,93.0,68.0,59.0,19.0
315,116.46666670000002,39.8,18.9,1009.0,14.0,1.9,223.0,0.0,31.3,547.0,22.0,11.0,62.0,50.0,51.0,19.0
316,116.2,39.95,18.7,1005.1,14.0,3.1,203.0,0.0,63.0,547.0,33.0,16.0,113.0,69.0,60.0,19.0
317,116.25,39.86666667,18.5,1006.3,19.0,0.9,229.0,0.0,55.2,547.0,29.0,18.0,98.0,63.0,57.0,19.0
318,116.35,39.71666667,18.9,1008.4,13.0,1.3,232.0,0.0,37.5,547.0,28.0,27.0,169.0,66.0,58.0,19.0
319,116.2,39.76666667,17.4,1007.2,16.0,1.7,220.0,0.0,48.9,547.0,27.0,24.0,45.0,48.0,49.0,19.0
320,116.61666670000001,40.13333333,17.6,1009.9,17.0,1.5,139.0,0.0,28.6,548.0,26.0,13.0,80.0,43.0,43.0,20.0
321,116.28333329999998,39.98333333,17.5,1007.4,17.0,2.2,230.0,0.0,45.8,548.0,24.0,18.0,41.0,36.0,37.0,20.0
322,115.96666670000002,40.45,13.9,956.0,18.0,1.3,72.0,0.0,487.9,548.0,25.0,20.0,64.0,49.0,49.0,20.0
323,116.86666670000001,40.38333333,14.4,1004.8,24.0,0.2,0.0,0.0,71.8,548.0,20.0,17.0,75.0,52.0,52.0,20.0
324,116.63333329999999,40.36666667,15.7,1004.4,23.0,1.0,40.0,0.0,75.7,548.0,34.0,16.0,88.0,46.0,46.0,20.0
325,117.11666670000001,40.65,15.0,978.8,20.0,3.7,255.0,0.0,293.3,548.0,16.0,9.0,70.0,48.0,48.0,20.0
326,117.11666670000001,40.16666667,15.1,1010.2,23.0,0.9,127.0,0.0,32.1,548.0,28.0,16.0,95.0,55.0,53.0,20.0
327,116.75,39.85,15.9,1011.3,25.0,2.1,139.0,0.0,19.8,548.0,,,134.0,46.0,47.0,20.0
328,116.5,39.95,18.4,1009.1,15.0,1.7,246.0,0.0,35.3,548.0,31.0,27.0,60.0,41.0,41.0,20.0
329,116.21666670000002,40.21666667,18.1,1003.9,15.0,1.5,114.0,0.0,76.2,548.0,37.0,19.0,115.0,57.0,54.0,20.0
330,116.1,39.93333333,16.5,1001.4,16.0,1.6,165.0,0.0,98.0,548.0,30.0,19.0,123.0,71.0,61.0,20.0
331,116.46666670000002,39.8,17.9,1009.6,17.0,2.6,190.0,0.0,31.3,548.0,22.0,12.0,67.0,50.0,51.0,20.0
332,116.2,39.95,18.0,1005.5,16.0,3.0,206.0,0.0,63.0,548.0,35.0,17.0,135.0,71.0,61.0,20.0
333,116.25,39.86666667,17.8,1006.7,18.0,1.3,218.0,0.0,55.2,548.0,33.0,19.0,115.0,64.0,58.0,20.0
334,116.35,39.71666667,17.2,1009.0,18.0,1.3,214.0,0.0,37.5,548.0,34.0,27.0,96.0,67.0,59.0,20.0
335,116.2,39.76666667,15.9,1007.6,18.0,2.1,202.0,0.0,48.9,548.0,35.0,24.0,67.0,49.0,49.0,20.0
336,116.61666670000001,40.13333333,16.5,1010.7,24.0,2.5,146.0,0.0,28.6,549.0,79.0,16.0,115.0,45.0,46.0,21.0
337,116.28333329999998,39.98333333,16.6,1008.1,20.0,1.2,220.0,0.0,45.8,549.0,28.0,18.0,50.0,36.0,36.0,21.0
338,115.96666670000002,40.45,12.1,956.7,22.0,0.9,51.0,0.0,487.9,549.0,33.0,21.0,64.0,50.0,50.0,21.0
339,116.86666670000001,40.38333333,15.8,1005.6,22.0,1.8,210.0,0.0,71.8,549.0,21.0,17.0,68.0,54.0,52.0,21.0
340,116.63333329999999,40.36666667,13.3,1005.1,31.0,1.4,328.0,0.0,75.7,549.0,35.0,17.0,104.0,49.0,49.0,21.0
341,117.11666670000001,40.65,13.8,979.5,22.0,1.9,271.0,0.0,293.3,549.0,18.0,10.0,74.0,47.0,48.0,21.0
342,117.11666670000001,40.16666667,13.2,1011.1,30.0,1.5,77.0,0.0,32.1,549.0,27.0,17.0,108.0,58.0,54.0,21.0
343,116.75,39.85,14.5,1012.1,28.0,2.2,135.0,0.0,19.8,549.0,73.0,15.0,121.0,49.0,49.0,21.0
344,116.5,39.95,17.8,1010.0,18.0,3.1,207.0,0.0,35.3,549.0,34.0,28.0,81.0,43.0,43.0,21.0
345,116.21666670000002,40.21666667,16.0,1004.6,19.0,1.1,94.0,0.0,76.2,549.0,35.0,20.0,93.0,59.0,55.0,21.0
346,116.1,39.93333333,13.7,1002.0,27.0,0.5,195.0,0.0,98.0,549.0,44.0,20.0,169.0,74.0,62.0,21.0
347,116.46666670000002,39.8,16.5,1010.4,19.0,2.8,191.0,0.0,31.3,549.0,23.0,12.0,100.0,51.0,51.0,21.0
348,116.2,39.95,16.0,1006.2,19.0,1.7,197.0,0.0,63.0,549.0,46.0,18.0,172.0,75.0,63.0,21.0
349,116.25,39.86666667,16.5,1007.4,22.0,1.5,209.0,0.0,55.2,549.0,46.0,20.0,156.0,68.0,60.0,21.0
350,116.35,39.71666667,16.0,1009.7,20.0,1.8,173.0,0.0,37.5,549.0,42.0,27.0,121.0,69.0,60.0,21.0
351,116.2,39.76666667,15.4,1008.2,23.0,2.7,190.0,0.0,48.9,549.0,48.0,25.0,96.0,50.0,51.0,21.0
352,116.61666670000001,40.13333333,15.3,1011.2,26.0,1.8,153.0,0.0,28.6,550.0,46.0,17.0,102.0,48.0,49.0,22.0
353,116.28333329999998,39.98333333,16.6,1008.6,20.0,2.3,227.0,0.0,45.8,550.0,34.0,19.0,62.0,34.0,38.0,22.0
354,115.96666670000002,40.45,11.8,957.0,21.0,1.1,62.0,0.0,487.9,550.0,24.0,20.0,69.0,50.0,51.0,22.0
355,116.86666670000001,40.38333333,14.5,1006.1,26.0,0.1,0.0,0.0,71.8,550.0,30.0,18.0,106.0,56.0,53.0,22.0
356,116.63333329999999,40.36666667,12.1,1005.8,38.0,1.2,20.0,0.0,75.7,550.0,38.0,18.0,126.0,53.0,52.0,22.0
357,117.11666670000001,40.65,11.8,980.0,25.0,2.7,246.0,0.0,293.3,550.0,22.0,10.0,92.0,49.0,50.0,22.0
358,117.11666670000001,40.16666667,13.4,1011.6,29.0,2.3,91.0,0.0,32.1,550.0,25.0,17.0,99.0,59.0,55.0,22.0
359,116.75,39.85,13.5,1012.5,28.0,1.9,156.0,0.0,19.8,550.0,111.0,19.0,,,49.0,22.0
360,116.5,39.95,16.6,1010.4,20.0,1.9,203.0,0.0,35.3,550.0,42.0,28.0,101.0,45.0,46.0,22.0
361,116.21666670000002,40.21666667,14.9,1004.9,21.0,0.8,53.0,0.0,76.2,550.0,40.0,20.0,100.0,62.0,56.0,22.0
362,116.1,39.93333333,12.1,1002.4,33.0,1.0,191.0,0.0,98.0,550.0,41.0,21.0,197.0,79.0,65.0,22.0
363,116.46666670000002,39.8,15.4,1010.9,20.0,1.7,201.0,0.0,31.3,550.0,30.0,13.0,97.0,52.0,52.0,22.0
364,116.2,39.95,16.0,1006.7,23.0,2.5,187.0,0.0,63.0,550.0,49.0,20.0,208.0,80.0,66.0,22.0
365,116.25,39.86666667,15.9,1008.0,23.0,1.3,214.0,0.0,55.2,550.0,77.0,22.0,143.0,71.0,61.0,22.0
366,116.35,39.71666667,14.4,1010.1,22.0,1.1,173.0,0.0,37.5,550.0,38.0,27.0,101.0,71.0,61.0,22.0
367,116.2,39.76666667,14.8,1008.8,22.0,2.3,194.0,0.0,48.9,550.0,54.0,26.0,97.0,52.0,51.0,22.0
368,116.61666670000001,40.13333333,14.3,1011.2,27.0,1.8,145.0,0.0,28.6,551.0,38.0,18.0,89.0,50.0,51.0,23.0
369,116.28333329999998,39.98333333,15.6,1008.5,21.0,1.8,223.0,0.0,45.8,551.0,28.0,18.0,54.0,34.0,34.0,23.0
370,115.96666670000002,40.45,11.0,956.8,25.0,1.2,57.0,0.0,487.9,551.0,27.0,21.0,62.0,52.0,51.0,23.0
371,116.86666670000001,40.38333333,14.3,1006.0,24.0,0.4,167.0,0.0,71.8,551.0,31.0,19.0,97.0,58.0,54.0,23.0
372,116.63333329999999,40.36666667,13.2,1005.8,30.0,1.6,91.0,0.0,75.7,551.0,47.0,19.0,131.0,58.0,55.0,23.0
373,117.11666670000001,40.65,12.2,979.8,25.0,2.6,243.0,0.0,293.3,551.0,30.0,11.0,81.0,50.0,51.0,23.0
374,117.11666670000001,40.16666667,13.2,1011.6,29.0,2.3,94.0,0.0,32.1,551.0,26.0,18.0,97.0,62.0,56.0,23.0
375,116.75,39.85,11.4,1012.4,34.0,1.6,134.0,0.0,19.8,551.0,73.0,22.0,75.0,51.0,51.0,23.0
376,116.5,39.95,15.2,1010.4,22.0,1.3,148.0,0.0,35.3,551.0,49.0,28.0,78.0,47.0,47.0,23.0
377,116.21666670000002,40.21666667,15.3,1005.1,22.0,2.3,102.0,0.0,76.2,551.0,45.0,22.0,112.0,64.0,58.0,23.0
378,116.1,39.93333333,14.6,1002.4,24.0,2.4,218.0,0.0,98.0,551.0,54.0,23.0,152.0,83.0,67.0,23.0
379,116.46666670000002,39.8,14.4,1010.7,23.0,1.7,186.0,0.0,31.3,551.0,27.0,13.0,86.0,54.0,53.0,23.0
380,116.2,39.95,15.3,1006.7,22.0,1.9,185.0,0.0,63.0,551.0,52.0,21.0,180.0,86.0,68.0,23.0
381,116.25,39.86666667,14.2,1007.9,27.0,1.6,175.0,0.0,55.2,551.0,26.0,21.0,87.0,71.0,61.0,23.0
382,116.35,39.71666667,12.6,1009.9,27.0,1.0,146.0,0.0,37.5,551.0,42.0,27.0,107.0,72.0,62.0,23.0
383,116.2,39.76666667,13.1,1008.6,26.0,1.5,208.0,0.0,48.9,551.0,43.0,27.0,61.0,52.0,51.0,23.0
